Sweden, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year    ARDY   Cohort        ASFR
2009     28     1981      0.12252
2009     29     1980      0.13407
2009     30     1979      0.14569
2009     31     1978      0.14829
2009     32     1977      0.14476
2009     33     1976      0.13312
2009     34     1975      0.12005
2009     35     1974      0.10766
2009     36     1973      0.08964
2009     37     1972      0.07208
2009     38     1971      0.05827
2009     39     1970      0.04336
2009     40     1969      0.03073
2009     41     1968      0.02253
2009     42     1967      0.01396
2009     43     1966      0.00832
2009     44     1965      0.00493
2009     45     1964      0.00215
2009     46     1963      0.00124
2009     47     1962      0.00055
2009     48     1961      0.00026
2009     49     1960      0.00023
2009     50     1959      0.00010
2009     51     1958      0.00012
2009     52     1957      0.00000
2009     53     1956      0.00003
2009     54     1955      0.00000
2009     55+    1954-     0.00000
2010     12-    1998+     0.00000
2010     13     1997      0.00002
2010     14     1996      0.00008
2010     15     1995      0.00017
2010     16     1994      0.00095
2010     17     1993      0.00263
2010     18     1992      0.00513
2010     19     1991      0.01116
2010     20     1990      0.02064
2010     21     1989      0.03332
2010     22     1988      0.04501
2010     23     1987      0.05634
2010     24     1986      0.07039
2010     25     1985      0.08403
2010     26     1984      0.09871
2010     27     1983      0.11143
2010     28     1982      0.12619
2010     29     1981      0.13939
2010     30     1980      0.14759
2010     31     1979      0.14993
2010     32     1978      0.14779
2010     33     1977      0.13778
2010     34     1976      0.12430
2010     35     1975      0.10890
2010     36     1974      0.09389
2010     37     1973      0.07481
2010     38     1972      0.05947
2010     39     1971      0.04673
2010     40     1970      0.03374
2010     41     1969      0.02279
2010     42     1968      0.01559
2010     43     1967      0.00800
2010     44     1966      0.00490
2010     45     1965      0.00291
2010     46     1964      0.00129
2010     47     1963      0.00072
2010     48     1962      0.00023
2010     49     1961      0.00017
2010     50     1960      0.00010
2010     51     1959      0.00007
2010     52     1958      0.00003
2010     53     1957      0.00003
2010     54     1956      0.00000
2010     55+    1955-     0.00000
2011     12-    1999+     0.00000
2011     13     1998      0.00002
2011     14     1997      0.00004
2011     15     1996      0.00020
2011     16     1995      0.00086
2011     17     1994      0.00240
2011     18     1993      0.00472
2011     19     1992      0.01132
2011     20     1991      0.01900
2011     21     1990      0.03015
2011     22     1989      0.04064
2011     23     1988      0.05381
2011     24     1987      0.06817
2011     25     1986      0.08029
2011     26     1985      0.09377
2011     27     1984      0.10658
2011     28     1983      0.12052
2011     29     1982      0.13135
2011     30     1981      0.13558
2011     31     1980      0.14372
2011     32     1979      0.13727
2011     33     1978      0.13157
2011     34     1977      0.12224
2011     35     1976      0.10532
2011     36     1975      0.09092
2011     37     1974      0.07529
2011     38     1973      0.05965
2011     39     1972      0.04439
2011     40     1971      0.03425
2011     41     1970      0.02317
2011     42     1969      0.01522
2011     43     1968      0.00768
2011     44     1967      0.00488
2011     45     1966      0.00266
2011     46     1965      0.00114
2011     47     1964      0.00052
2011     48     1963      0.00024
2011     49     1962      0.00012
2011     50     1961      0.00017
2011     51     1960      0.00016
2011     52     1959      0.00000
2011     53     1958      0.00007
2011     54     1957      0.00000
2011     55+    1956-     0.00000
2012     12-    2000+     0.00000
2012     13     1999      0.00000
2012     14     1998      0.00004
2012     15     1997      0.00019
2012     16     1996      0.00079
2012     17     1995      0.00216
2012     18     1994      0.00479
2012     19     1993      0.00960
2012     20     1992      0.01812
2012     21     1991      0.02854
2012     22     1990      0.04061
2012     23     1989      0.05203
2012     24     1988      0.06783
2012     25     1987      0.08099
2012     26     1986      0.09691
2012     27     1985      0.10743
2012     28     1984      0.11993
2012     29     1983      0.12865
2012     30     1982      0.13961
2012     31     1981      0.14572
2012     32     1980      0.14072
2012     33     1979      0.12907
2012     34     1978      0.12260
2012     35     1977      0.10824
2012     36     1976      0.09109
2012     37     1975      0.07353
2012     38     1974      0.05784
2012     39     1973      0.04651
2012     40     1972      0.03336
2012     41     1971      0.02355
2012     42     1970      0.01465
2012     43     1969      0.00928
2012     44     1968      0.00515
2012     45     1967      0.00302
2012     46     1966      0.00129
2012     47     1965      0.00070
2012     48     1964      0.00037
2012     49     1963      0.00034
2012     50     1962      0.00017
2012     51     1961      0.00012
2012     52     1960      0.00002
2012     53     1959      0.00007
2012     54     1958      0.00000
2012     55+    1957-     0.00010
2013     12-    2001+     0.00000
2013     13     2000      0.00002
2013     14     1999      0.00004
2013     15     1998      0.00021
2013     16     1997      0.00095
2013     17     1996      0.00219
2013     18     1995      0.00512
2013     19     1994      0.00852
2013     20     1993      0.01762
2013     21     1992      0.02773
2013     22     1991      0.03777
2013     23     1990      0.05101
2013     24     1989      0.06463
2013     25     1988      0.07881
2013     26     1987      0.09422
2013     27     1986      0.10469
2013     28     1985      0.12022
2013     29     1984      0.12982
2013     30     1983      0.13808
2013     31     1982      0.14234
2013     32     1981      0.14197
2013     33     1980      0.13231
2013     34     1979      0.12057
2013     35     1978      0.10594
2013     36     1977      0.08905
2013     37     1976      0.07624
2013     38     1975      0.05947
2013     39     1974      0.04650
2013     40     1973      0.03458
2013     41     1972      0.02302
2013     42     1971      0.01487
2013     43     1970      0.00963
2013     44     1969      0.00452
2013     45     1968      0.00263
2013     46     1967      0.00112
2013     47     1966      0.00075
2013     48     1965      0.00047
2013     49     1964      0.00027
2013     50     1963      0.00018
2013     51     1962      0.00010
2013     52     1961      0.00005
2013     53     1960      0.00007
2013     54     1959      0.00002
2013     55+    1958-     0.00007
2014     12-    2002+     0.00000
2014     13     2001      0.00000
2014     14     2000      0.00004
2014     15     1999      0.00027
2014     16     1998      0.00075
2014     17     1997      0.00181
2014     18     1996      0.00471
2014     19     1995      0.00918
2014     20     1994      0.01580
2014     21     1993      0.02451
2014     22     1992      0.03503
2014     23     1991      0.04967
2014     24     1990      0.06349
2014     25     1989      0.07896
2014     26     1988      0.09676
2014     27     1987      0.10814
2014     28     1986      0.12063
2014     29     1985      0.12960
2014     30     1984      0.14071
